Sr.No,Institute Name,Institute Code,Program Name,Program Code,Quota,Category,Seat Pool,Vacancy
2483,"Sardar Vallabhbhai National Institute of Technology, Surat",229,"Electrical Engineering (4 Years, Bachelor of Technology)",4111,OS,ST,Gender-Neutral,1
2484,"Sardar Vallabhbhai National Institute of Technology, Surat",229,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",4114,HS,OPEN,Gender-Neutral,6
2485,"Sardar Vallabhbhai National Institute of Technology, Surat",229,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",4114,HS,OBC-NCL(PwD),Gender-Neutral,1
2486,"Sardar Vallabhbhai National Institute of Technology, Surat",229,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",4114,HS,SC,Gender-Neutral,1
2487,"Sardar Vallabhbhai National Institute of Technology, Surat",229,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",4114,HS,SC (PwD),Gender-Neutral,1
2488,"Sardar Vallabhbhai National Institute of Technology, Surat",229,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",4114,HS,ST,Female-only (including Supernumerary),1
2489,"Sardar Vallabhbhai National Institute of Technology, Surat",229,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",4114,OS,OPEN,Gender-Neutral,5
2490,"Sardar Vallabhbhai National Institute of Technology, Surat",229,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",4114,OS,OPEN,Female-only (including Supernumerary),1
2491,"Sardar Vallabhbhai National Institute of Technology, Surat",229,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",4114,OS,OBC-NCL,Gender-Neutral,2
2492,"Sardar Vallabhbhai National Institute of Technology, Surat",229,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",4114,OS,OBC-NCL,Female-only (including Supernumerary),1
2493,"Sardar Vallabhbhai National Institute of Technology, Surat",229,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",4114,OS,ST,Gender-Neutral,1
2494,"Sardar Vallabhbhai National Institute of Technology, Surat",229,"Engineering Physics (4 Years, Bachelor of Technology)",4117,HS,OPEN (PwD),Gender-Neutral,1
2495,"Sardar Vallabhbhai National Institute of Technology, Surat",229,"Engineering Physics (4 Years, Bachelor of Technology)",4117,HS,OBC-NCL,Gender-Neutral,1
2496,"Sardar Vallabhbhai National Institute of Technology, Surat",229,"Engineering Physics (4 Years, Bachelor of Technology)",4117,HS,SC,Female-only (including Supernumerary),1
2497,"Sardar Vallabhbhai National Institute of Technology, Surat",229,"Engineering Physics (4 Years, Bachelor of Technology)",4117,HS,ST (PwD),Gender-Neutral,1
2498,"Sardar Vallabhbhai National Institute of Technology, Surat",229,"Engineering Physics (4 Years, Bachelor of Technology)",4117,OS,OPEN,Gender-Neutral,2
2499,"Sardar Vallabhbhai National Institute of Technology, Surat",229,"Engineering Physics (4 Years, Bachelor of Technology)",4117,OS,OBC-NCL,Female-only (including Supernumerary),1
2500,"Sardar Vallabhbhai National Institute of Technology, Surat",229,"Engineering Physics (4 Years, Bachelor of Technology)",4117,OS,SC,Female-only (including Supernumerary),1
2501,"Sardar Vallabhbhai National Institute of Technology, Surat",229,"Engineering Physics (4 Years, Bachelor of Technology)",4117,OS,SC (PwD),Gender-Neutral,1
2502,"Sardar Vallabhbhai National Institute of Technology, Surat",229,"Mathematics and Computing (4 Years, Bachelor of Technology)",4124,HS,SC,Gender-Neutral,1
2503,"Sardar Vallabhbhai National Institute of Technology, Surat",229,"Mathematics and Computing (4 Years, Bachelor of Technology)",4124,HS,SC,Female-only (including Supernumerary),1
2504,"Sardar Vallabhbhai National Institute of Technology, Surat",229,"Mathematics and Computing (4 Years, Bachelor of Technology)",4124,OS,OPEN,Gender-Neutral,1
2505,"Sardar Vallabhbhai National Institute of Technology, Surat",229,"Mathematics and Computing (4 Years, Bachelor of Technology)",4124,OS,OPEN (PwD),Gender-Neutral,1
2506,"Sardar Vallabhbhai National Institute of Technology, Surat",229,"Mathematics and Computing (4 Years, Bachelor of Technology)",4124,OS,OBC-NCL,Gender-Neutral,1
2507,"Sardar Vallabhbhai National Institute of Technology, Surat",229,"Mechanical Engineering (4 Years, Bachelor of Technology)",4125,HS,OPEN,Gender-Neutral,8
2508,"Sardar Vallabhbhai National Institute of Technology, Surat",229,"Mechanical Engineering (4 Years, Bachelor of Technology)",4125,HS,OPEN,Female-only (including Supernumerary),3
2509,"Sardar Vallabhbhai National Institute of Technology, Surat",229,"Mechanical Engineering (4 Years, Bachelor of Technology)",4125,HS,OPEN (PwD),Gender-Neutral,2
2510,"Sardar Vallabhbhai National Institute of Technology, Surat",229,"Mechanical Engineering (4 Years, Bachelor of Technology)",4125,HS,OPEN (PwD),Female-only (including Supernumerary),1
2511,"Sardar Vallabhbhai National Institute of Technology, Surat",229,"Mechanical Engineering (4 Years, Bachelor of Technology)",4125,HS,GEN-EWS,Female-only (including Supernumerary),1
2512,"Sardar Vallabhbhai National Institute of Technology, Surat",229,"Mechanical Engineering (4 Years, Bachelor of Technology)",4125,HS,GEN-EWS(PwD),Gender-Neutral,1
2513,"Sardar Vallabhbhai National Institute of Technology, Surat",229,"Mechanical Engineering (4 Years, Bachelor of Technology)",4125,HS,OBC-NCL,Gender-Neutral,3
2514,"Sardar Vallabhbhai National Institute of Technology, Surat",229,"Mechanical Engineering (4 Years, Bachelor of Technology)",4125,HS,OBC-NCL(PwD),Gender-Neutral,1
2515,"Sardar Vallabhbhai National Institute of Technology, Surat",229,"Mechanical Engineering (4 Years, Bachelor of Technology)",4125,HS,OBC-NCL(PwD),Female-only (including Supernumerary),1
2516,"Sardar Vallabhbhai National Institute of Technology, Surat",229,"Mechanical Engineering (4 Years, Bachelor of Technology)",4125,HS,SC,Gender-Neutral,1
2517,"Sardar Vallabhbhai National Institute of Technology, Surat",229,"Mechanical Engineering (4 Years, Bachelor of Technology)",4125,HS,SC,Female-only (including Supernumerary),1
2518,"Sardar Vallabhbhai National Institute of Technology, Surat",229,"Mechanical Engineering (4 Years, Bachelor of Technology)",4125,HS,SC (PwD),Gender-Neutral,1
2519,"Sardar Vallabhbhai National Institute of Technology, Surat",229,"Mechanical Engineering (4 Years, Bachelor of Technology)",4125,HS,ST,Gender-Neutral,1
2520,"Sardar Vallabhbhai National Institute of Technology, Surat",229,"Mechanical Engineering (4 Years, Bachelor of Technology)",4125,OS,OPEN,Gender-Neutral,7
2521,"Sardar Vallabhbhai National Institute of Technology, Surat",229,"Mechanical Engineering (4 Years, Bachelor of Technology)",4125,OS,OPEN,Female-only (including Supernumerary),4
2522,"Sardar Vallabhbhai National Institute of Technology, Surat",229,"Mechanical Engineering (4 Years, Bachelor of Technology)",4125,OS,OPEN (PwD),Female-only (including Supernumerary),1
2523,"Sardar Vallabhbhai National Institute of Technology, Surat",229,"Mechanical Engineering (4 Years, Bachelor of Technology)",4125,OS,GEN-EWS,Gender-Neutral,1
2524,"Sardar Vallabhbhai National Institute of Technology, Surat",229,"Mechanical Engineering (4 Years, Bachelor of Technology)",4125,OS,GEN-EWS(PwD),Female-only (including Supernumerary),1
2525,"Sardar Vallabhbhai National Institute of Technology, Surat",229,"Mechanical Engineering (4 Years, Bachelor of Technology)",4125,OS,OBC-NCL,Gender-Neutral,3
2526,"Sardar Vallabhbhai National Institute of Technology, Surat",229,"Mechanical Engineering (4 Years, Bachelor of Technology)",4125,OS,OBC-NCL,Female-only (including Supernumerary),2
2527,"Sardar Vallabhbhai National Institute of Technology, Surat",229,"Mechanical Engineering (4 Years, Bachelor of Technology)",4125,OS,SC,Gender-Neutral,1
2528,"Sardar Vallabhbhai National Institute of Technology, Surat",229,"Mechanical Engineering (4 Years, Bachelor of Technology)",4125,OS,SC (PwD),Female-only (including Supernumerary),1
2529,"Sardar Vallabhbhai National Institute of Technology, Surat",229,"Artificial Intelligence (4 Years, Bachelor of Technology)",4185,HS,OPEN,Gender-Neutral,4
2530,"Sardar Vallabhbhai National Institute of Technology, Surat",229,"Artificial Intelligence (4 Years, Bachelor of Technology)",4185,HS,OBC-NCL,Gender-Neutral,1
2531,"Sardar Vallabhbhai National Institute of Technology, Surat",229,"Artificial Intelligence (4 Years, Bachelor of Technology)",4185,HS,SC (PwD),Female-only (including Supernumerary),1
2532,"Sardar Vallabhbhai National Institute of Technology, Surat",229,"Artificial Intelligence (4 Years, Bachelor of Technology)",4185,OS,OPEN,Gender-Neutral,4
2533,"Sardar Vallabhbhai National Institute of Technology, Surat",229,"Artificial Intelligence (4 Years, Bachelor of Technology)",4185,OS,OPEN,Female-only (including Supernumerary),2
2534,"Sardar Vallabhbhai National Institute of Technology, Surat",229,"Artificial Intelligence (4 Years, Bachelor of Technology)",4185,OS,GEN-EWS,Gender-Neutral,2
2535,"Sardar Vallabhbhai National Institute of Technology, Surat",229,"Artificial Intelligence (4 Years, Bachelor of Technology)",4185,OS,OBC-NCL,Female-only (including Supernumerary),1
2536,"Sardar Vallabhbhai National Institute of Technology, Surat",229,"Artificial Intelligence (4 Years, Bachelor of Technology)",4185,OS,SC,Gender-Neutral,2
2537,"Sardar Vallabhbhai National Institute of Technology, Surat",229,"Artificial Intelligence (4 Years, Bachelor of Technology)",4185,OS,ST,Gender-Neutral,1
2538,"Sardar Vallabhbhai National Institute of Technology, Surat",229,"Artificial Intelligence (5 Years, Integrated B. Tech. and M. Tech.)",5B06,HS,OPEN,Gender-Neutral,4
2539,"Sardar Vallabhbhai National Institute of Technology, Surat",229,"Artificial Intelligence (5 Years, Integrated B. Tech. and M. Tech.)",5B06,HS,OBC-NCL,Gender-Neutral,1
2540,"Sardar Vallabhbhai National Institute of Technology, Surat",229,"Artificial Intelligence (5 Years, Integrated B. Tech. and M. Tech.)",5B06,HS,SC,Gender-Neutral,1
2541,"Sardar Vallabhbhai National Institute of Technology, Surat",229,"Artificial Intelligence (5 Years, Integrated B. Tech. and M. Tech.)",5B06,HS,SC (PwD),Gender-Neutral,1
2542,"Sardar Vallabhbhai National Institute of Technology, Surat",229,"Artificial Intelligence (5 Years, Integrated B. Tech. and M. Tech.)",5B06,OS,OPEN,Gender-Neutral,3
2543,"Sardar Vallabhbhai National Institute of Technology, Surat",229,"Artificial Intelligence (5 Years, Integrated B. Tech. and M. Tech.)",5B06,OS,OBC-NCL,Gender-Neutral,1
2544,"Sardar Vallabhbhai National Institute of Technology, Surat",229,"Chemistry (5 Years, Integrated Bachelor of Science-Master of Science)",5H3C,HS,OPEN,Gender-Neutral,8
2545,"Sardar Vallabhbhai National Institute of Technology, Surat",229,"Chemistry (5 Years, Integrated Bachelor of Science-Master of Science)",5H3C,HS,GEN-EWS,Gender-Neutral,1
2546,"Sardar Vallabhbhai National Institute of Technology, Surat",229,"Chemistry (5 Years, Integrated Bachelor of Science-Master of Science)",5H3C,HS,GEN-EWS(PwD),Gender-Neutral,1
2547,"Sardar Vallabhbhai National Institute of Technology, Surat",229,"Chemistry (5 Years, Integrated Bachelor of Science-Master of Science)",5H3C,HS,OBC-NCL,Gender-Neutral,4
2548,"Sardar Vallabhbhai National Institute of Technology, Surat",229,"Chemistry (5 Years, Integrated Bachelor of Science-Master of Science)",5H3C,HS,OBC-NCL(PwD),Gender-Neutral,1
2549,"Sardar Vallabhbhai National Institute of Technology, Surat",229,"Chemistry (5 Years, Integrated Bachelor of Science-Master of Science)",5H3C,HS,SC,Gender-Neutral,2
2550,"Sardar Vallabhbhai National Institute of Technology, Surat",229,"Chemistry (5 Years, Integrated Bachelor of Science-Master of Science)",5H3C,HS,SC (PwD),Gender-Neutral,1
2551,"Sardar Vallabhbhai National Institute of Technology, Surat",229,"Chemistry (5 Years, Integrated Bachelor of Science-Master of Science)",5H3C,OS,OPEN,Gender-Neutral,5
2552,"Sardar Vallabhbhai National Institute of Technology, Surat",229,"Chemistry (5 Years, Integrated Bachelor of Science-Master of Science)",5H3C,OS,GEN-EWS,Gender-Neutral,1
2553,"Sardar Vallabhbhai National Institute of Technology, Surat",229,"Chemistry (5 Years, Integrated Bachelor of Science-Master of Science)",5H3C,OS,OBC-NCL,Gender-Neutral,4
2554,"Sardar Vallabhbhai National Institute of Technology, Surat",229,"Chemistry (5 Years, Integrated Bachelor of Science-Master of Science)",5H3C,OS,SC,Gender-Neutral,1
2555,"Sardar Vallabhbhai National Institute of Technology, Surat",229,"Chemistry (5 Years, Integrated Bachelor of Science-Master of Science)",5H3C,OS,ST,Gender-Neutral,1
2556,"Sardar Vallabhbhai National Institute of Technology, Surat",229,"Physics (5 Years, Integrated Bachelor of Science-Master of Science)",5H3D,HS,OPEN,Gender-Neutral,5
2557,"Sardar Vallabhbhai National Institute of Technology, Surat",229,"Physics (5 Years, Integrated Bachelor of Science-Master of Science)",5H3D,HS,OPEN (PwD),Gender-Neutral,1
2558,"Sardar Vallabhbhai National Institute of Technology, Surat",229,"Physics (5 Years, Integrated Bachelor of Science-Master of Science)",5H3D,HS,GEN-EWS,Gender-Neutral,1
2559,"Sardar Vallabhbhai National Institute of Technology, Surat",229,"Physics (5 Years, Integrated Bachelor of Science-Master of Science)",5H3D,HS,OBC-NCL,Gender-Neutral,2
2560,"Sardar Vallabhbhai National Institute of Technology, Surat",229,"Physics (5 Years, Integrated Bachelor of Science-Master of Science)",5H3D,HS,SC,Gender-Neutral,2
2561,"Sardar Vallabhbhai National Institute of Technology, Surat",229,"Physics (5 Years, Integrated Bachelor of Science-Master of Science)",5H3D,HS,ST,Gender-Neutral,1
2562,"Sardar Vallabhbhai National Institute of Technology, Surat",229,"Physics (5 Years, Integrated Bachelor of Science-Master of Science)",5H3D,OS,OPEN,Gender-Neutral,5
2563,"Sardar Vallabhbhai National Institute of Technology, Surat",229,"Physics (5 Years, Integrated Bachelor of Science-Master of Science)",5H3D,OS,OBC-NCL,Gender-Neutral,1
2564,"Sardar Vallabhbhai National Institute of Technology, Surat",229,"Physics (5 Years, Integrated Bachelor of Science-Master of Science)",5H3D,OS,SC,Gender-Neutral,2
2565,"Sardar Vallabhbhai National Institute of Technology, Surat",229,"Physics (5 Years, Integrated Bachelor of Science-Master of Science)",5H3D,OS,ST,Gender-Neutral,2
2566,"Sardar Vallabhbhai National Institute of Technology, Surat",229,"Mathematics (5 Years, Integrated Bachelor of Science-Master of Science)",5H3E,HS,OPEN,Gender-Neutral,2
2567,"Sardar Vallabhbhai National Institute of Technology, Surat",229,"Mathematics (5 Years, Integrated Bachelor of Science-Master of Science)",5H3E,HS,GEN-EWS,Gender-Neutral,2
2568,"Sardar Vallabhbhai National Institute of Technology, Surat",229,"Mathematics (5 Years, Integrated Bachelor of Science-Master of Science)",5H3E,HS,OBC-NCL,Gender-Neutral,2
2569,"Sardar Vallabhbhai National Institute of Technology, Surat",229,"Mathematics (5 Years, Integrated Bachelor of Science-Master of Science)",5H3E,HS,OBC-NCL(PwD),Gender-Neutral,1
2570,"Sardar Vallabhbhai National Institute of Technology, Surat",229,"Mathematics (5 Years, Integrated Bachelor of Science-Master of Science)",5H3E,HS,SC,Gender-Neutral,2
2571,"Sardar Vallabhbhai National Institute of Technology, Surat",229,"Mathematics (5 Years, Integrated Bachelor of Science-Master of Science)",5H3E,HS,ST,Gender-Neutral,1
2572,"Sardar Vallabhbhai National Institute of Technology, Surat",229,"Mathematics (5 Years, Integrated Bachelor of Science-Master of Science)",5H3E,OS,OPEN,Gender-Neutral,4
2573,"Sardar Vallabhbhai National Institute of Technology, Surat",229,"Mathematics (5 Years, Integrated Bachelor of Science-Master of Science)",5H3E,OS,GEN-EWS,Gender-Neutral,1
2574,"Sardar Vallabhbhai National Institute of Technology, Surat",229,"Mathematics (5 Years, Integrated Bachelor of Science-Master of Science)",5H3E,OS,OBC-NCL,Gender-Neutral,5
2575,"Sardar Vallabhbhai National Institute of Technology, Surat",229,"Mathematics (5 Years, Integrated Bachelor of Science-Master of Science)",5H3E,OS,SC,Gender-Neutral,1
2576,"Visvesvaraya National Institute of Technology, Nagpur",230,"Chemical Engineering (4 Years, Bachelor of Technology)",4107,HS,OPEN,Gender-Neutral,7
2577,"Visvesvaraya National Institute of Technology, Nagpur",230,"Chemical Engineering (4 Years, Bachelor of Technology)",4107,HS,OPEN,Female-only (including Supernumerary),1
2578,"Visvesvaraya National Institute of Technology, Nagpur",230,"Chemical Engineering (4 Years, Bachelor of Technology)",4107,HS,GEN-EWS,Gender-Neutral,1
2579,"Visvesvaraya National Institute of Technology, Nagpur",230,"Chemical Engineering (4 Years, Bachelor of Technology)",4107,HS,GEN-EWS,Female-only (including Supernumerary),1
2580,"Visvesvaraya National Institute of Technology, Nagpur",230,"Chemical Engineering (4 Years, Bachelor of Technology)",4107,HS,GEN-EWS(PwD),Gender-Neutral,1
2581,"Visvesvaraya National Institute of Technology, Nagpur",230,"Chemical Engineering (4 Years, Bachelor of Technology)",4107,HS,OBC-NCL,Gender-Neutral,5
2582,"Visvesvaraya National Institute of Technology, Nagpur",230,"Chemical Engineering (4 Years, Bachelor of Technology)",4107,HS,SC,Gender-Neutral,1
2583,"Visvesvaraya National Institute of Technology, Nagpur",230,"Chemical Engineering (4 Years, Bachelor of Technology)",4107,HS,SC,Female-only (including Supernumerary),1
2584,"Visvesvaraya National Institute of Technology, Nagpur",230,"Chemical Engineering (4 Years, Bachelor of Technology)",4107,HS,SC (PwD),Gender-Neutral,1
2585,"Visvesvaraya National Institute of Technology, Nagpur",230,"Chemical Engineering (4 Years, Bachelor of Technology)",4107,OS,OPEN,Gender-Neutral,6
2586,"Visvesvaraya National Institute of Technology, Nagpur",230,"Chemical Engineering (4 Years, Bachelor of Technology)",4107,OS,OBC-NCL(PwD),Gender-Neutral,1
2587,"Visvesvaraya National Institute of Technology, Nagpur",230,"Chemical Engineering (4 Years, Bachelor of Technology)",4107,OS,SC,Gender-Neutral,1
2588,"Visvesvaraya National Institute of Technology, Nagpur",230,"Chemical Engineering (4 Years, Bachelor of Technology)",4107,OS,ST,Gender-Neutral,1
2589,"Visvesvaraya National Institute of Technology, Nagpur",230,"Chemical Engineering (4 Years, Bachelor of Technology)",4107,OS,ST (PwD),Gender-Neutral,1
2590,"Visvesvaraya National Institute of Technology, Nagpur",230,"Civil Engineering (4 Years, Bachelor of Technology)",4109,HS,OPEN,Gender-Neutral,4
2591,"Visvesvaraya National Institute of Technology, Nagpur",230,"Civil Engineering (4 Years, Bachelor of Technology)",4109,HS,OPEN,Female-only (including Supernumerary),2
2592,"Visvesvaraya National Institute of Technology, Nagpur",230,"Civil Engineering (4 Years, Bachelor of Technology)",4109,HS,GEN-EWS,Female-only (including Supernumerary),1
2593,"Visvesvaraya National Institute of Technology, Nagpur",230,"Civil Engineering (4 Years, Bachelor of Technology)",4109,HS,OBC-NCL,Gender-Neutral,5
2594,"Visvesvaraya National Institute of Technology, Nagpur",230,"Civil Engineering (4 Years, Bachelor of Technology)",4109,HS,OBC-NCL,Female-only (including Supernumerary),1
2595,"Visvesvaraya National Institute of Technology, Nagpur",230,"Civil Engineering (4 Years, Bachelor of Technology)",4109,HS,SC,Gender-Neutral,1
2596,"Visvesvaraya National Institute of Technology, Nagpur",230,"Civil Engineering (4 Years, Bachelor of Technology)",4109,HS,ST,Gender-Neutral,1
2597,"Visvesvaraya National Institute of Technology, Nagpur",230,"Civil Engineering (4 Years, Bachelor of Technology)",4109,OS,OPEN,Gender-Neutral,1
2598,"Visvesvaraya National Institute of Technology, Nagpur",230,"Civil Engineering (4 Years, Bachelor of Technology)",4109,OS,GEN-EWS,Female-only (including Supernumerary),1
2599,"Visvesvaraya National Institute of Technology, Nagpur",230,"Civil Engineering (4 Years, Bachelor of Technology)",4109,OS,OBC-NCL,Gender-Neutral,1
2600,"Visvesvaraya National Institute of Technology, Nagpur",230,"Computer Science and Engineering (4 Years, Bachelor of Technology)",4110,HS,OPEN,Gender-Neutral,4
2601,"Visvesvaraya National Institute of Technology, Nagpur",230,"Computer Science and Engineering (4 Years, Bachelor of Technology)",4110,HS,OPEN,Female-only (including Supernumerary),2
2602,"Visvesvaraya National Institute of Technology, Nagpur",230,"Computer Science and Engineering (4 Years, Bachelor of Technology)",4110,HS,GEN-EWS,Gender-Neutral,1
2603,"Visvesvaraya National Institute of Technology, Nagpur",230,"Computer Science and Engineering (4 Years, Bachelor of Technology)",4110,HS,GEN-EWS,Female-only (including Supernumerary),1
2604,"Visvesvaraya National Institute of Technology, Nagpur",230,"Computer Science and Engineering (4 Years, Bachelor of Technology)",4110,HS,SC,Female-only (including Supernumerary),1
2605,"Visvesvaraya National Institute of Technology, Nagpur",230,"Computer Science and Engineering (4 Years, Bachelor of Technology)",4110,OS,OPEN,Gender-Neutral,8
2606,"Visvesvaraya National Institute of Technology, Nagpur",230,"Computer Science and Engineering (4 Years, Bachelor of Technology)",4110,OS,OBC-NCL,Gender-Neutral,1
2607,"Visvesvaraya National Institute of Technology, Nagpur",230,"Computer Science and Engineering (4 Years, Bachelor of Technology)",4110,OS,ST,Gender-Neutral,1
2608,"Visvesvaraya National Institute of Technology, Nagpur",230,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",4114,HS,OPEN,Gender-Neutral,4
2609,"Visvesvaraya National Institute of Technology, Nagpur",230,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",4114,HS,OPEN,Female-only (including Supernumerary),1
2610,"Visvesvaraya National Institute of Technology, Nagpur",230,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",4114,HS,OPEN (PwD),Gender-Neutral,1
2611,"Visvesvaraya National Institute of Technology, Nagpur",230,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",4114,HS,OBC-NCL,Female-only (including Supernumerary),1
2612,"Visvesvaraya National Institute of Technology, Nagpur",230,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",4114,OS,OPEN,Gender-Neutral,5
2613,"Visvesvaraya National Institute of Technology, Nagpur",230,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",4114,OS,OPEN,Female-only (including Supernumerary),1
2614,"Visvesvaraya National Institute of Technology, Nagpur",230,"Engineering Physics (4 Years, Bachelor of Technology)",4117,HS,OPEN,Gender-Neutral,2
2615,"Visvesvaraya National Institute of Technology, Nagpur",230,"Engineering Physics (4 Years, Bachelor of Technology)",4117,HS,OPEN,Female-only (including Supernumerary),1
2616,"Visvesvaraya National Institute of Technology, Nagpur",230,"Engineering Physics (4 Years, Bachelor of Technology)",4117,HS,SC,Gender-Neutral,1
2617,"Visvesvaraya National Institute of Technology, Nagpur",230,"Engineering Physics (4 Years, Bachelor of Technology)",4117,OS,OPEN,Gender-Neutral,1
2618,"Visvesvaraya National Institute of Technology, Nagpur",230,"Engineering Physics (4 Years, Bachelor of Technology)",4117,OS,OPEN,Female-only (including Supernumerary),1
2619,"Visvesvaraya National Institute of Technology, Nagpur",230,"Engineering Physics (4 Years, Bachelor of Technology)",4117,OS,OBC-NCL,Gender-Neutral,2
2620,"Visvesvaraya National Institute of Technology, Nagpur",230,"Electronics Engineering (VLSI Design and Technology) (4 Years, Bachelor of Technology)",411H,HS,OPEN,Gender-Neutral,1
2621,"Visvesvaraya National Institute of Technology, Nagpur",230,"Electronics Engineering (VLSI Design and Technology) (4 Years, Bachelor of Technology)",411H,HS,SC,Gender-Neutral,1
2622,"Visvesvaraya National Institute of Technology, Nagpur",230,"Electronics Engineering (VLSI Design and Technology) (4 Years, Bachelor of Technology)",411H,HS,SC,Female-only (including Supernumerary),1
2623,"Visvesvaraya National Institute of Technology, Nagpur",230,"Electronics Engineering (VLSI Design and Technology) (4 Years, Bachelor of Technology)",411H,OS,OPEN,Gender-Neutral,2
2624,"Visvesvaraya National Institute of Technology, Nagpur",230,"Electronics Engineering (VLSI Design and Technology) (4 Years, Bachelor of Technology)",411H,OS,OPEN,Female-only (including Supernumerary),2
2625,"Visvesvaraya National Institute of Technology, Nagpur",230,"Electronics Engineering (VLSI Design and Technology) (4 Years, Bachelor of Technology)",411H,OS,OPEN (PwD),Gender-Neutral,1
2626,"Visvesvaraya National Institute of Technology, Nagpur",230,"Electronics Engineering (VLSI Design and Technology) (4 Years, Bachelor of Technology)",411H,OS,OBC-NCL,Gender-Neutral,1
2627,"Visvesvaraya National Institute of Technology, Nagpur",230,"Mathematics and Computing (4 Years, Bachelor of Technology)",4124,HS,OPEN,Gender-Neutral,2
2628,"Visvesvaraya National Institute of Technology, Nagpur",230,"Mathematics and Computing (4 Years, Bachelor of Technology)",4124,HS,OPEN,Female-only (including Supernumerary),1
2629,"Visvesvaraya National Institute of Technology, Nagpur",230,"Mathematics and Computing (4 Years, Bachelor of Technology)",4124,HS,OBC-NCL,Female-only (including Supernumerary),1
2630,"Visvesvaraya National Institute of Technology, Nagpur",230,"Mathematics and Computing (4 Years, Bachelor of Technology)",4124,HS,SC (PwD),Gender-Neutral,1
2631,"Visvesvaraya National Institute of Technology, Nagpur",230,"Mathematics and Computing (4 Years, Bachelor of Technology)",4124,OS,OPEN,Gender-Neutral,2
2632,"Visvesvaraya National Institute of Technology, Nagpur",230,"Mathematics and Computing (4 Years, Bachelor of Technology)",4124,OS,OPEN,Female-only (including Supernumerary),1
2633,"Visvesvaraya National Institute of Technology, Nagpur",230,"Mechanical Engineering (4 Years, Bachelor of Technology)",4125,HS,OPEN,Gender-Neutral,6
2634,"Visvesvaraya National Institute of Technology, Nagpur",230,"Mechanical Engineering (4 Years, Bachelor of Technology)",4125,HS,OPEN,Female-only (including Supernumerary),2
2635,"Visvesvaraya National Institute of Technology, Nagpur",230,"Mechanical Engineering (4 Years, Bachelor of Technology)",4125,HS,OPEN (PwD),Gender-Neutral,1
2636,"Visvesvaraya National Institute of Technology, Nagpur",230,"Mechanical Engineering (4 Years, Bachelor of Technology)",4125,HS,GEN-EWS,Gender-Neutral,1
2637,"Visvesvaraya National Institute of Technology, Nagpur",230,"Mechanical Engineering (4 Years, Bachelor of Technology)",4125,HS,OBC-NCL,Gender-Neutral,1
2638,"Visvesvaraya National Institute of Technology, Nagpur",230,"Mechanical Engineering (4 Years, Bachelor of Technology)",4125,HS,ST,Female-only (including Supernumerary),1
2639,"Visvesvaraya National Institute of Technology, Nagpur",230,"Mechanical Engineering (4 Years, Bachelor of Technology)",4125,OS,OPEN,Gender-Neutral,5
2640,"Visvesvaraya National Institute of Technology, Nagpur",230,"Mechanical Engineering (4 Years, Bachelor of Technology)",4125,OS,OPEN,Female-only (including Supernumerary),1
2641,"Visvesvaraya National Institute of Technology, Nagpur",230,"Mechanical Engineering (4 Years, Bachelor of Technology)",4125,OS,OBC-NCL,Gender-Neutral,2
2642,"Visvesvaraya National Institute of Technology, Nagpur",230,"Mechanical Engineering (4 Years, Bachelor of Technology)",4125,OS,SC,Gender-Neutral,1
2643,"Visvesvaraya National Institute of Technology, Nagpur",230,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",4127,HS,OPEN,Gender-Neutral,8
2644,"Visvesvaraya National Institute of Technology, Nagpur",230,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",4127,HS,OPEN,Female-only (including Supernumerary),1
2645,"Visvesvaraya National Institute of Technology, Nagpur",230,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",4127,HS,GEN-EWS,Gender-Neutral,1
2646,"Visvesvaraya National Institute of Technology, Nagpur",230,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",4127,HS,OBC-NCL,Gender-Neutral,4
2647,"Visvesvaraya National Institute of Technology, Nagpur",230,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",4127,HS,OBC-NCL,Female-only (including Supernumerary),1
2648,"Visvesvaraya National Institute of Technology, Nagpur",230,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",4127,HS,OBC-NCL(PwD),Gender-Neutral,1
