Sr.No,Institute Name,Institute Code,Program Name,Program Code,Quota,Category,Seat Pool,Vacancy
2649,"Visvesvaraya National Institute of Technology, Nagpur",230,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",4127,HS,SC,Gender-Neutral,1
2650,"Visvesvaraya National Institute of Technology, Nagpur",230,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",4127,HS,SC (PwD),Gender-Neutral,1
2651,"Visvesvaraya National Institute of Technology, Nagpur",230,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",4127,HS,ST (PwD),Gender-Neutral,1
2652,"Visvesvaraya National Institute of Technology, Nagpur",230,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",4127,OS,OPEN,Gender-Neutral,2
2653,"Visvesvaraya National Institute of Technology, Nagpur",230,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",4127,OS,OPEN,Female-only (including Supernumerary),1
2654,"Visvesvaraya National Institute of Technology, Nagpur",230,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",4127,OS,OBC-NCL,Gender-Neutral,1
2655,"Visvesvaraya National Institute of Technology, Nagpur",230,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",4127,OS,OBC-NCL,Female-only (including Supernumerary),1
2656,"Visvesvaraya National Institute of Technology, Nagpur",230,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",4127,OS,SC,Gender-Neutral,1
2657,"Visvesvaraya National Institute of Technology, Nagpur",230,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",4127,OS,SC,Female-only (including Supernumerary),1
2658,"Visvesvaraya National Institute of Technology, Nagpur",230,"Mining Engineering (4 Years, Bachelor of Technology)",4130,HS,OPEN,Gender-Neutral,1
2659,"Visvesvaraya National Institute of Technology, Nagpur",230,"Mining Engineering (4 Years, Bachelor of Technology)",4130,HS,OPEN,Female-only (including Supernumerary),1
2660,"Visvesvaraya National Institute of Technology, Nagpur",230,"Mining Engineering (4 Years, Bachelor of Technology)",4130,HS,GEN-EWS,Gender-Neutral,1
2661,"Visvesvaraya National Institute of Technology, Nagpur",230,"Mining Engineering (4 Years, Bachelor of Technology)",4130,HS,OBC-NCL,Gender-Neutral,2
2662,"Visvesvaraya National Institute of Technology, Nagpur",230,"Mining Engineering (4 Years, Bachelor of Technology)",4130,HS,SC,Gender-Neutral,1
2663,"Visvesvaraya National Institute of Technology, Nagpur",230,"Mining Engineering (4 Years, Bachelor of Technology)",4130,HS,ST,Gender-Neutral,1
2664,"Visvesvaraya National Institute of Technology, Nagpur",230,"Mining Engineering (4 Years, Bachelor of Technology)",4130,OS,OPEN,Gender-Neutral,3
2665,"Visvesvaraya National Institute of Technology, Nagpur",230,"Mining Engineering (4 Years, Bachelor of Technology)",4130,OS,GEN-EWS,Gender-Neutral,1
2666,"Visvesvaraya National Institute of Technology, Nagpur",230,"Mining Engineering (4 Years, Bachelor of Technology)",4130,OS,OBC-NCL,Gender-Neutral,1
2667,"Visvesvaraya National Institute of Technology, Nagpur",230,"Mining Engineering (4 Years, Bachelor of Technology)",4130,OS,SC,Gender-Neutral,1
2668,"Visvesvaraya National Institute of Technology, Nagpur",230,"Chemical Technology (Bioprocess Technology) (4 Years, Bachelor of Technology)",413Y,HS,OPEN,Gender-Neutral,2
2669,"Visvesvaraya National Institute of Technology, Nagpur",230,"Chemical Technology (Bioprocess Technology) (4 Years, Bachelor of Technology)",413Y,HS,OPEN,Female-only (including Supernumerary),2
2670,"Visvesvaraya National Institute of Technology, Nagpur",230,"Chemical Technology (Bioprocess Technology) (4 Years, Bachelor of Technology)",413Y,OS,OPEN,Gender-Neutral,3
2671,"Visvesvaraya National Institute of Technology, Nagpur",230,"Chemical Technology (Bioprocess Technology) (4 Years, Bachelor of Technology)",413Y,OS,GEN-EWS,Gender-Neutral,1
2672,"Visvesvaraya National Institute of Technology, Nagpur",230,"Chemical Technology (Bioprocess Technology) (4 Years, Bachelor of Technology)",413Y,OS,OBC-NCL,Gender-Neutral,1
2673,"Visvesvaraya National Institute of Technology, Nagpur",230,"Computer Science and Engineering (Artificial Intelligence and Data Science) (4 Years, Bachelor of Technology)",413Z,HS,OPEN,Gender-Neutral,1
2674,"Visvesvaraya National Institute of Technology, Nagpur",230,"Computer Science and Engineering (Artificial Intelligence and Data Science) (4 Years, Bachelor of Technology)",413Z,HS,OPEN (PwD),Gender-Neutral,1
2675,"Visvesvaraya National Institute of Technology, Nagpur",230,"Computer Science and Engineering (Artificial Intelligence and Data Science) (4 Years, Bachelor of Technology)",413Z,OS,OPEN,Gender-Neutral,2
2676,"Visvesvaraya National Institute of Technology, Nagpur",230,"Computer Science and Engineering (Artificial Intelligence and Data Science) (4 Years, Bachelor of Technology)",413Z,OS,OPEN,Female-only (including Supernumerary),1
2677,"Visvesvaraya National Institute of Technology, Nagpur",230,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",4144,HS,OPEN,Gender-Neutral,6
2678,"Visvesvaraya National Institute of Technology, Nagpur",230,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",4144,HS,OPEN,Female-only (including Supernumerary),2
2679,"Visvesvaraya National Institute of Technology, Nagpur",230,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",4144,HS,OBC-NCL,Gender-Neutral,2
2680,"Visvesvaraya National Institute of Technology, Nagpur",230,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",4144,OS,OPEN,Gender-Neutral,4
2681,"Visvesvaraya National Institute of Technology, Nagpur",230,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",4144,OS,OPEN,Female-only (including Supernumerary),2
2682,"Visvesvaraya National Institute of Technology, Nagpur",230,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",4144,OS,OBC-NCL,Gender-Neutral,1
2683,"Visvesvaraya National Institute of Technology, Nagpur",230,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",4144,OS,ST,Gender-Neutral,1
2684,"Visvesvaraya National Institute of Technology, Nagpur",230,"Architecture (5 Years, Bachelor of Architecture)",5101,HS,OPEN,Gender-Neutral,2
2685,"Visvesvaraya National Institute of Technology, Nagpur",230,"Architecture (5 Years, Bachelor of Architecture)",5101,HS,GEN-EWS,Female-only (including Supernumerary),1
2686,"Visvesvaraya National Institute of Technology, Nagpur",230,"Architecture (5 Years, Bachelor of Architecture)",5101,HS,OBC-NCL,Gender-Neutral,2
2687,"Visvesvaraya National Institute of Technology, Nagpur",230,"Architecture (5 Years, Bachelor of Architecture)",5101,HS,OBC-NCL(PwD),Gender-Neutral,1
2688,"Visvesvaraya National Institute of Technology, Nagpur",230,"Architecture (5 Years, Bachelor of Architecture)",5101,HS,ST,Gender-Neutral,1
2689,"Visvesvaraya National Institute of Technology, Nagpur",230,"Architecture (5 Years, Bachelor of Architecture)",5101,OS,OPEN,Gender-Neutral,1
2690,"Visvesvaraya National Institute of Technology, Nagpur",230,"Architecture (5 Years, Bachelor of Architecture)",5101,OS,OPEN,Female-only (including Supernumerary),1
2691,"Visvesvaraya National Institute of Technology, Nagpur",230,"Architecture (5 Years, Bachelor of Architecture)",5101,OS,SC,Gender-Neutral,1
2692,"Visvesvaraya National Institute of Technology, Nagpur",230,"Architecture (5 Years, Bachelor of Architecture)",5101,OS,ST,Gender-Neutral,1
2693,"National Institute of Technology, Andhra Pradesh",231,"Bio Technology (4 Years, Bachelor of Technology)",4104,HS,OPEN,Gender-Neutral,3
2694,"National Institute of Technology, Andhra Pradesh",231,"Bio Technology (4 Years, Bachelor of Technology)",4104,HS,OPEN,Female-only (including Supernumerary),1
2695,"National Institute of Technology, Andhra Pradesh",231,"Bio Technology (4 Years, Bachelor of Technology)",4104,HS,OBC-NCL,Gender-Neutral,2
2696,"National Institute of Technology, Andhra Pradesh",231,"Bio Technology (4 Years, Bachelor of Technology)",4104,HS,SC,Gender-Neutral,1
2697,"National Institute of Technology, Andhra Pradesh",231,"Bio Technology (4 Years, Bachelor of Technology)",4104,HS,ST,Gender-Neutral,1
2698,"National Institute of Technology, Andhra Pradesh",231,"Bio Technology (4 Years, Bachelor of Technology)",4104,OS,OPEN,Gender-Neutral,2
2699,"National Institute of Technology, Andhra Pradesh",231,"Bio Technology (4 Years, Bachelor of Technology)",4104,OS,OPEN,Female-only (including Supernumerary),1
2700,"National Institute of Technology, Andhra Pradesh",231,"Bio Technology (4 Years, Bachelor of Technology)",4104,OS,GEN-EWS,Female-only (including Supernumerary),1
2701,"National Institute of Technology, Andhra Pradesh",231,"Bio Technology (4 Years, Bachelor of Technology)",4104,OS,OBC-NCL,Gender-Neutral,2
2702,"National Institute of Technology, Andhra Pradesh",231,"Bio Technology (4 Years, Bachelor of Technology)",4104,OS,OBC-NCL,Female-only (including Supernumerary),1
2703,"National Institute of Technology, Andhra Pradesh",231,"Bio Technology (4 Years, Bachelor of Technology)",4104,OS,SC,Gender-Neutral,1
2704,"National Institute of Technology, Andhra Pradesh",231,"Chemical Engineering (4 Years, Bachelor of Technology)",4107,HS,OPEN,Gender-Neutral,1
2705,"National Institute of Technology, Andhra Pradesh",231,"Chemical Engineering (4 Years, Bachelor of Technology)",4107,OS,OPEN,Gender-Neutral,4
2706,"National Institute of Technology, Andhra Pradesh",231,"Chemical Engineering (4 Years, Bachelor of Technology)",4107,OS,OBC-NCL,Gender-Neutral,2
2707,"National Institute of Technology, Andhra Pradesh",231,"Chemical Engineering (4 Years, Bachelor of Technology)",4107,OS,OBC-NCL,Female-only (including Supernumerary),1
2708,"National Institute of Technology, Andhra Pradesh",231,"Chemical Engineering (4 Years, Bachelor of Technology)",4107,OS,SC,Gender-Neutral,1
2709,"National Institute of Technology, Andhra Pradesh",231,"Chemical Engineering (4 Years, Bachelor of Technology)",4107,OS,ST,Gender-Neutral,1
2710,"National Institute of Technology, Andhra Pradesh",231,"Civil Engineering (4 Years, Bachelor of Technology)",4109,HS,OPEN,Gender-Neutral,3
2711,"National Institute of Technology, Andhra Pradesh",231,"Civil Engineering (4 Years, Bachelor of Technology)",4109,HS,OPEN,Female-only (including Supernumerary),1
2712,"National Institute of Technology, Andhra Pradesh",231,"Civil Engineering (4 Years, Bachelor of Technology)",4109,HS,GEN-EWS,Female-only (including Supernumerary),1
2713,"National Institute of Technology, Andhra Pradesh",231,"Civil Engineering (4 Years, Bachelor of Technology)",4109,HS,OBC-NCL,Gender-Neutral,1
2714,"National Institute of Technology, Andhra Pradesh",231,"Civil Engineering (4 Years, Bachelor of Technology)",4109,HS,SC,Female-only (including Supernumerary),1
2715,"National Institute of Technology, Andhra Pradesh",231,"Civil Engineering (4 Years, Bachelor of Technology)",4109,OS,OPEN,Gender-Neutral,2
2716,"National Institute of Technology, Andhra Pradesh",231,"Civil Engineering (4 Years, Bachelor of Technology)",4109,OS,OPEN,Female-only (including Supernumerary),3
2717,"National Institute of Technology, Andhra Pradesh",231,"Civil Engineering (4 Years, Bachelor of Technology)",4109,OS,OPEN (PwD),Gender-Neutral,1
2718,"National Institute of Technology, Andhra Pradesh",231,"Civil Engineering (4 Years, Bachelor of Technology)",4109,OS,GEN-EWS,Gender-Neutral,1
2719,"National Institute of Technology, Andhra Pradesh",231,"Civil Engineering (4 Years, Bachelor of Technology)",4109,OS,GEN-EWS,Female-only (including Supernumerary),1
2720,"National Institute of Technology, Andhra Pradesh",231,"Civil Engineering (4 Years, Bachelor of Technology)",4109,OS,OBC-NCL,Gender-Neutral,2
2721,"National Institute of Technology, Andhra Pradesh",231,"Civil Engineering (4 Years, Bachelor of Technology)",4109,OS,OBC-NCL,Female-only (including Supernumerary),1
2722,"National Institute of Technology, Andhra Pradesh",231,"Civil Engineering (4 Years, Bachelor of Technology)",4109,OS,OBC-NCL(PwD),Gender-Neutral,1
2723,"National Institute of Technology, Andhra Pradesh",231,"Civil Engineering (4 Years, Bachelor of Technology)",4109,OS,SC,Gender-Neutral,1
2724,"National Institute of Technology, Andhra Pradesh",231,"Computer Science and Engineering (4 Years, Bachelor of Technology)",4110,HS,OPEN,Gender-Neutral,2
2725,"National Institute of Technology, Andhra Pradesh",231,"Computer Science and Engineering (4 Years, Bachelor of Technology)",4110,OS,OPEN,Gender-Neutral,4
2726,"National Institute of Technology, Andhra Pradesh",231,"Computer Science and Engineering (4 Years, Bachelor of Technology)",4110,OS,OBC-NCL,Gender-Neutral,1
2727,"National Institute of Technology, Andhra Pradesh",231,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",4114,HS,OPEN,Gender-Neutral,1
2728,"National Institute of Technology, Andhra Pradesh",231,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",4114,HS,GEN-EWS,Gender-Neutral,1
2729,"National Institute of Technology, Andhra Pradesh",231,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",4114,HS,OBC-NCL,Gender-Neutral,1
2730,"National Institute of Technology, Andhra Pradesh",231,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",4114,HS,ST,Female-only (including Supernumerary),1
2731,"National Institute of Technology, Andhra Pradesh",231,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",4114,OS,OPEN,Gender-Neutral,4
2732,"National Institute of Technology, Andhra Pradesh",231,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",4114,OS,OPEN,Female-only (including Supernumerary),3
2733,"National Institute of Technology, Andhra Pradesh",231,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",4114,OS,GEN-EWS,Gender-Neutral,1
2734,"National Institute of Technology, Andhra Pradesh",231,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",4114,OS,OBC-NCL,Gender-Neutral,2
2735,"National Institute of Technology, Andhra Pradesh",231,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",4114,OS,OBC-NCL,Female-only (including Supernumerary),1
2736,"National Institute of Technology, Andhra Pradesh",231,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",4114,OS,ST,Female-only (including Supernumerary),1
2737,"National Institute of Technology, Andhra Pradesh",231,"Mechanical Engineering (4 Years, Bachelor of Technology)",4125,HS,OPEN,Gender-Neutral,2
2738,"National Institute of Technology, Andhra Pradesh",231,"Mechanical Engineering (4 Years, Bachelor of Technology)",4125,HS,OPEN,Female-only (including Supernumerary),1
2739,"National Institute of Technology, Andhra Pradesh",231,"Mechanical Engineering (4 Years, Bachelor of Technology)",4125,HS,SC (PwD),Gender-Neutral,1
2740,"National Institute of Technology, Andhra Pradesh",231,"Mechanical Engineering (4 Years, Bachelor of Technology)",4125,OS,OPEN,Gender-Neutral,5
2741,"National Institute of Technology, Andhra Pradesh",231,"Mechanical Engineering (4 Years, Bachelor of Technology)",4125,OS,OPEN,Female-only (including Supernumerary),2
2742,"National Institute of Technology, Andhra Pradesh",231,"Mechanical Engineering (4 Years, Bachelor of Technology)",4125,OS,GEN-EWS,Gender-Neutral,1
2743,"National Institute of Technology, Andhra Pradesh",231,"Mechanical Engineering (4 Years, Bachelor of Technology)",4125,OS,GEN-EWS,Female-only (including Supernumerary),1
2744,"National Institute of Technology, Andhra Pradesh",231,"Mechanical Engineering (4 Years, Bachelor of Technology)",4125,OS,OBC-NCL,Gender-Neutral,1
2745,"National Institute of Technology, Andhra Pradesh",231,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",4127,HS,OPEN,Gender-Neutral,1
2746,"National Institute of Technology, Andhra Pradesh",231,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",4127,HS,OPEN,Female-only (including Supernumerary),1
2747,"National Institute of Technology, Andhra Pradesh",231,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",4127,HS,GEN-EWS,Gender-Neutral,1
2748,"National Institute of Technology, Andhra Pradesh",231,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",4127,OS,OPEN,Gender-Neutral,3
2749,"National Institute of Technology, Andhra Pradesh",231,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",4127,OS,OPEN,Female-only (including Supernumerary),1
